S No.,Date & Time,GBP/USD,EUR/USD,I(0),10 Candle Avg,Std Dev,z-Score,Signal,Buy price,Sell Price,MTM,Status,Profit/Loss,Cumulative
258,22-12-21,1.3412,1.1328,-0.168872292,-0.161314105,0.00232878,-3.2455567,Buy,,,220,TP,220,4263
259,25-12-21,1.3442,1.1327,-0.171194877,-0.163524668,0.003050493,-2.514416214,Buy,1.1327,1.3442,,Buy,0,4263
260,27-12-21,1.3435,1.1309,-0.172264373,-0.164558418,0.003723511,-2.069539731,Buy,1.1327,1.3442,-11,Buy,0,4263
261,03-01-22,1.3527,1.1285,-0.181213278,-0.171590797,0.00366194,-2.627700189,Buy,1.1285,1.3527,,Buy,0,4203
262,17-01-22,1.3598,1.1328,-0.182645186,-0.180266386,0.000864325,-2.752205977,Buy,1.1285,1.3527,-28,Buy,0,4203
263,19-01-22,1.36,1.1313,-0.184117286,-0.180772616,0.001247227,-2.681684939,Buy,1.1285,1.3527,-45,Buy,0,4203
264,20-01-22,1.3557,1.1345,-0.178125901,-0.181241582,0.001534011,2.031068491,Sell,1.1285,1.3527,30,Buy,0,4203
265,22-01-22,1.3493,1.1326,-0.175070065,-0.180572981,0.002019977,2.72424656,Sell,1.1285,1.3527,75,Buy,0,4203
266,02-02-22,1.3605,1.1442,-0.173146576,-0.180746057,0.003012477,2.52266809,Sell,1.1285,1.3527,79,Buy,0,4203
267,03-02-22,1.3538,1.1449,-0.167598156,-0.180262878,0.003792281,3.339605478,Sell,1.1285,1.3527,153,Buy,0,4203
268,04-02-22,1.3538,1.1449,-0.167598156,-0.179515687,0.005346645,2.228973868,Sell,1.1285,1.3527,153,Buy,0,4203
269,24-02-22,1.3401,1.1273,-0.172918845,-0.180524989,0.002750275,2.765594558,Sell,1.3401,1.1273,,Sell,0,4151
270,21-03-22,1.3269,1.1032,-0.184630347,-0.175137141,0.002376841,-3.994043341,Buy,1.1032,1.3269,,Buy,0,4091
271,28-03-22,1.3098,1.1091,-0.166325578,-0.178821142,0.004603332,2.714460543,Sell,,,230,TP,230,4321
272,29-03-22,1.3138,1.1159,-0.163262447,-0.178413951,0.005520057,2.744809451,Sell,1.3138,1.1159,,Sell,0,4321
